R,hint,施設名,0,1
301,301,幼保連携型認定こども園　多夢の森,207975.7101100152,#fda34560
302,302,幼保連携型認定こども園　夢の森,640387.6301645773,#fee38c60
303,303,幼保連携型　おとぎ認定こども園,557375.6940953033,#fee38c60
304,304,幼保連携型認定こども園　花の森,1549146.938866279,#fff4b360
305,305,幼保連携型認定こども園　心の森,417009.90255413065,#fedb7a60
306,306,幼保連携型認定こども園　明舞幼稚園,480429.42470234673,#fc7a3660
307,307,幼保連携型認定こども園　塩屋幼稚園,1344451.5448570543,#fee28a60
308,308,幼保連携型小束山認定こども園,1331549.9811658312,#fff4b160
309,309,幼保連携型認定こども園　桃の木幼稚園,2764551.7596638864,#feec9e60
310,310,幼保連携型認定こども園　上高丸,390905.3718237124,#feec9e60
311,311,認定こども園　霞ヶ丘幼稚園,676152.1805680301,#fed77460
312,312,認定こども園　湊川短期大学附属神陵台幼稚園,468587.9049169139,#fd9a4160
313,313,認定こども園　湊川短期大学附属西舞子幼稚園,238812.941403714,#fda24560
314,314,認定こども園　聖マリアの園幼稚園,407465.9307848537,#feba5460
315,315,奥ノ池保育所,376934.31251624424,#fc763560
316,316,星陵台保育所,1023144.9884763157,#fda44660
317,317,本多聞保育所,1228724.0202607422,#fee38c60
318,318,川原保育所,371794.1893177628,#fee69260
319,319,東高丸保育所,277731.79164211405,#fff3af60
320,320,向陽保育所,315029.5184936911,#feda7860
321,321,舞子保育園,488400.98676857195,#fedb7c60
322,322,歌敷山保育園,511147.5148996978,#fda84760
323,323,東垂水保育園,376912.60340862564,#feec9e60
324,324,塩屋保育園,1609119.105837299,#fff7b860
325,325,滝の茶屋保育園,681326.160711549,#fff3af60
326,326,学が丘保育園　　※分園を含む,1210360.365347494,#feeb9d60
327,327,たるみ保育園,474891.517867028,#fee08560
328,328,"ドレミキッズ保育園, ハープキッズ",449122.3587074662,#fed37060
329,329,千鳥が丘親和保育園,777606.3817669278,#fee38c60
330,330,ことぶき保育園,1309584.0750947425,#feda7860
331,331,ひとまる保育園,674923.5214191759,#fff0a860
332,332,かすみがおか虹保育園,709607.7945429311,#fed06c60
333,333,たけの保育園　　※分園を含む,519107.6657931339,#00000000
334,334,かすが保育園,523828.1025712548,#fee08560
335,335,多聞台保育園,1668753.1964650643,#fee38c60
336,336,たかつか保育園,1827617.557668187,#fffcc660
