R,hint,施設名,0,1
185.0,185,灘保育所,986037.0781855271,#00000000
186.0,186,西灘保育所,303803.95626642124,#00000000
187.0,187,石屋川保育所,247800.86545063104,#ffefa660
188.0,188,倉石保育所,275261.47025611065,#00000000
189.0,189,やはた桜保育所,447343.5446045002,#ffefa660
190.0,190,やはた桜保育所鶴甲分室,5607399.291027077,#00000000
191.0,191,誠佛保育園,101871.75032231392,#ffefa660
192.0,192,同朋保育園,2999846.246524322,#feec9e60
193.0,193,ゆりか保育園,256893.21987760047,#00000000
194.0,194,六甲ゆりかご保育園,118645.69167732832,#ffefa660
195.0,195,花音つばさ保育園,211984.15846564877,#feec9e60
196.0,196,琵琶COCORO保育園,191985.77697525235,#00000000
210.0,210,幼保連携型認定こども園　神戸保育園,350828.1785828618,#00000000
211.0,211,幼保連携型認定こども園　たから保育園,369137.84244111227,#00000000
212.0,212,幼保連携型認定こども園　神楽こども園,441810.48629604356,#00000000
213.0,213,神戸エンゼル認定こども園,205635.60134224288,#00000000
214.0,214,認定こども園　近田幼稚園,301483.3236298897,#00000000
215.0,215,認定こども園　名倉幼稚園　※,536366.4396164452,#00000000
216.0,216,長田保育所,410257.0849154498,#00000000
217.0,217,菅原保育所,283439.33794908226,#00000000
218.0,218,本庄保育所,605311.0344093393,#00000000
219.0,219,駒栄保育所,487375.5518706319,#00000000
220.0,220,房王寺保育所,581197.2533399309,#00000000
221.0,221,明泉寺保育所,1172833.1496300772,#ffeea360
222.0,222,長田東保育所,247890.93107509267,#00000000
224.0,224,しりいけ保育所,415110.6838250354,#00000000
225.0,225,ふたば保育所,508946.24678553577,#00000000
226.0,226,新生保育園,598010.1868058345,#ffeea360
227.0,227,"神視保育園, 天隣乳児保育園",252269.03407575752,#00000000
228.0,228,けやき保育園,4120718.0799284065,#00000000
229.0,229,みすまる保育園,687364.2990148746,#ffeea360
230.0,230,五位の池保育園,467767.0937978362,#ffeea360
231.0,231,ほそだ保育園,318231.8561299223,#00000000
234.0,234,幼保連携型認定こども園　岩岡こども園　　※分園を含む,15143911.59012502,#00000000
235.0,235,幼保連携型認定こども園　おっこう山,6997636.7324539805,#fee79560
236.0,236,幼保連携型認定こども園　あさひ保育園,17515727.35948079,#fda54660
237.0,237,幼保連携型認定こども園　YMCA保育園　　※分園を含む,1522157.5304908624,#fff8bb60
238.0,238,幼保連携型認定こども園　なごみ保育園,2229318.2925290917,#fff8bc60
239.0,239,幼保連携型認定こども園　西神戸YMCA保育園,1034217.0384591469,#fff8bb60
240.0,240,幼保連携型認定こども園　神戸潤和保育園,815568.1638572125,#feca6560
241.0,241,幼保連携型認定こども園　神戸学園都市YMCAこども園,4010782.76709482,#fff0a860
242.0,242,認定こども園　ななほし保育園,1562831.985690045,#fff0a860
243.0,243,幼保連携型認定こども園　あい保育園,871944.7827947929,#feca6560
244.0,244,幼保連携型認定こども園　あゆみ幼児園,7407397.17197547,#fda14460
245.0,245,幼保連携型認定こども園　同朋にこにここども園　※分園含む　※２,3760920.0233382634,#fff0a860
246.0,246,幼保連携型認定こども園　わらべ保育園,2775391.0300012855,#00000000
247.0,247,幼保連携型認定こども園　有瀬幼稚園,443504.0793379433,#cb092260
248.0,248,認定こども園　さくらんぼ幼稚園,12113399.773722863,#fff9be60
249.0,249,認定こども園　いぶき幼稚園,7930092.3299190495,#fff2ad60
250.0,250,認定こども園　桑ノ木幼稚園,609715.7848828732,#fda54660
251.0,251,玉津保育所,1170801.2299344973,#fed06c60
252.0,252,押部谷保育所,6570749.999079666,#fee18860
253.0,253,王塚台保育所,1070531.9389948198,#00000000
254.0,254,日輪寺保育園,2669725.1629262273,#fff0a860
255.0,255,弁天保育園,671933.3202112517,#cb092260
256.0,256,神出保育園,15994878.886522768,#ffeea360
257.0,257,平野保育園,5402852.470006247,#fff6b760
258.0,258,出合保育園,879895.9552540507,#00000000
259.0,259,持子保育園,1191931.0257890655,#00000000
260.0,260,竹の台保育園,2067459.7561641333,#fda44660
261.0,261,美賀多保育園,7042491.0512961075,#fda54660
262.0,262,まゆか保育園,2236135.616023449,#fee99960
263.0,263,つぐみ保育園,901930.2984750003,#fff8bc60
264.0,264,ひまわり保育園,2084702.5699337272,#fff8bc60
265.0,265,なかよし保育園　　※分園を含む,1715298.5808333065,#fff8bc60
266.0,266,あおぞら保育園,1311957.4758348307,#00000000
267.0,267,枦谷つぐみ保育園,1463877.925886015,#fd994160
268.0,268,枝吉保育所,881099.8089424726,#00000000
269.0,269,井吹北つぐみ保育園　　※分園を含む,1078478.647609123,#fff3af60
281.0,281,幼保連携型認定こども園　若木保育園,424094.48869570607,#00000000
282.0,282,幼保連携型認定こども園　大手幼稚園,553233.219245916,#ffeea360
283.0,283,幼保連携型認定こども園　西須磨幼稚園,1004382.1209011007,#00000000
284.0,284,幼保連携型認定こども園　神戸YMCAちとせ幼稚園,1608079.2032605486,#fd933e60
285.0,285,認定こども園　禅昌寺幼稚園,2147189.1903744903,#ffeea360
286.0,286,須磨保育所,294113.0602377812,#ffeea360
287.0,287,たかとり保育所,400153.47470802604,#00000000
288.0,288,高倉台保育所,1389777.2131918897,#feb75260
289.0,289,東須磨愛児園　　※分園含む,1120086.708011837,#00000000
291.0,291,千歳保育園,224710.000038386,#00000000
292.0,292,村雨保育園　※分園含む　※２,556703.556639874,#00000000
293.0,293,すまいる保育園,2067124.935568199,#fee38c60
294.0,294,いたやど保育園,257018.8119427575,#00000000
295.0,295,若宮保育園,525729.3588627956,#00000000
296.0,296,たかとりちどり保育園,208504.75324412808,#00000000
301.0,301,幼保連携型認定こども園　多夢の森,207975.71011000595,#f9482860
302.0,302,幼保連携型認定こども園　夢の森,640387.6301645773,#00000000
303.0,303,幼保連携型　おとぎ認定こども園,557375.6940953033,#fdb04b60
304.0,304,幼保連携型認定こども園　花の森,1549146.9388662856,#fee69260
305.0,305,幼保連携型認定こども園　心の森,417009.90255413065,#fedb7c60
306.0,306,幼保連携型認定こども園　明舞幼稚園,480429.42470234673,#80002660
307.0,307,幼保連携型認定こども園　塩屋幼稚園,1344451.5448570543,#fd994160
308.0,308,幼保連携型小束山認定こども園,1331549.9811658433,#fff8bb60
309.0,309,幼保連携型認定こども園　桃の木幼稚園,2764551.759663937,#fc622f60
310.0,310,幼保連携型認定こども園　上高丸,390905.3718237124,#00000000
311.0,311,認定こども園　霞ヶ丘幼稚園,676152.1805680301,#00000000
312.0,312,認定こども園　湊川短期大学附属神陵台幼稚園,470869.51321731217,#fc803860
313.0,313,認定こども園　湊川短期大学附属西舞子幼稚園,238812.9414037154,#e8251f60
314.0,314,認定こども園　聖マリアの園幼稚園,407465.9307848537,#fc883a60
315.0,315,奥ノ池保育所,376934.31251624424,#a8002660
316.0,316,星陵台保育所,1023144.9884763157,#fedb7c60
317.0,317,本多聞保育所,1228724.0202607191,#00000000
318.0,318,川原保育所,371794.1893177628,#00000000
319.0,319,東高丸保育所,277731.79164211405,#fed67360
320.0,320,向陽保育所,315029.5184936911,#fee99760
321.0,321,舞子保育園,488400.98676857195,#fed06c60
322.0,322,歌敷山保育園,511147.5148996978,#ffeea260
323.0,323,東垂水保育園,376912.60340862564,#fed67360
324.0,324,塩屋保育園,1609119.105837299,#fed97660
325.0,325,滝の茶屋保育園,681326.160711549,#fec25d60
326.0,326,学が丘保育園　　※分園を含む,1210360.3653475135,#ffefa660
327.0,327,たるみ保育園,474891.517867028,#00000000
328.0,328,"ドレミキッズ保育園, ハープキッズ",449122.3587074662,#fed06c60
329.0,329,千鳥が丘親和保育園,777606.3817669284,#fff7b860
330.0,330,ことぶき保育園,1309584.0750946968,#fec25d60
331.0,331,ひとまる保育園,672641.913118749,#ffefa560
332.0,332,かすみがおか虹保育園,709607.7945429311,#00000000
333.0,333,たけの保育園　　※分園を含む,519107.6657931339,#fee69260
334.0,334,かすが保育園,523828.1025712548,#fedb7c60
335.0,335,多聞台保育園,1668753.1964651006,#00000000
336.0,336,たかつか保育園,1827617.557668187,#fee99760
